#Run Target	hms_angle hms_p hms_rate shms_angle shms_p shms_rate bcm1_cut_curr bcm1_cut_charge
6018	2	-16.63	4.50	17.8	11.6	4.26	452.94	30.144	44.267
6019	2	-16.63	4.50	17.8	11.6	4.26	451.69	30.055	50.348
6020	2	-16.63	4.50	17.8	11.6	4.26	451.77	30.055	36.526
6021	2	-16.63	4.50	17.8	11.6	4.26	453.59	30.172	64.657
6022	3	-16.63	4.50	4.33	11.6	4.26	88.975	40.092	67.102
6023	1	-16.63	4.50	12.4	11.6	4.26	349.45	41.348	60.221
6024	1	-16.63	4.50	14.7	11.6	4.26	415.42	47.274	36.683
6025	1	-16.63	4.50	13.6	11.6	4.26	383.77	44.528	47.394
6026	3	-16.63	4.50	4.17	11.6	4.26	85.769	38.625	76.281
6027	3	-16.63	4.50	4.24	11.6	3.65	151.98	39.243	98.182
6028	3	-16.63	4.50	4.26	11.6	3.65	152.65	39.422	39.786
6029	2	-16.63	4.50	10.3	11.6	3.65	463.20	17.448	3.767
6030	2	-16.63	4.50	9.10	11.6	3.65	410.06	15.338	36.166
6031	2	-16.63	4.50	9.41	11.6	3.65	424.26	15.884	26.625
6032	2	-16.63	4.50	9.57	11.6	3.65	430.60	16.131	26.379
6033	1	-16.63	4.50	10.0	11.6	3.65	478.32	35.056	49.155
6034	1	-16.63	4.50	9.02	11.6	3.65	431.83	31.575	48.452
6035	1	-16.63	4.50	9.60	11.6	3.65	458.63	33.639	46.136
6036	1	-16.63	4.50	9.91	11.6	3.65	473.17	34.679	31.655
6038	1	-16.63	4.50	5.07	11.6	3.04	423.30	18.044	58.256
6039	1	-16.63	4.50	5.10	11.6	3.04	425.75	18.151	55.108
6040	1	-16.63	4.50	5.11	11.6	3.04	426.34	18.177	50.876
6041	1	-16.63	4.50	5.12	11.6	3.04	427.21	18.215	35.016
6042	1	-16.63	4.50	5.10	11.6	3.04	425.71	18.149	42.597
6043	2	-16.63	4.50	5.99	11.6	3.04	471.35	10.080	21.414
6044	2	-16.63	4.50	6.02	11.6	3.04	472.78	10.111	30.848
6045	2	-16.63	4.50	6.02	11.6	3.04	472.28	10.101	8.794
6046	3	-16.63	4.50	4.35	11.6	3.04	269.53	40.296	94.108
6049	2	-16.63	4.50	3.63	11.6	2.43	484.21	6.058	3.305
6050	2	-16.63	4.50	3.63	11.6	2.43	483.39	6.049	12.565
6051	2	-16.63	4.50	3.63	11.6	2.43	484.28	6.059	9.771
6052	2	-16.63	4.50	3.63	11.6	2.43	483.51	6.049	18.624
6053	2	-16.63	4.50	3.64	11.6	2.43	483.86	6.053	8.833
6054	2	-16.63	4.50	4.23	11.6	2.43	559.16	7.072	57.076
6055	2	-16.63	4.50	4.24	11.6	2.43	560.84	7.094	11.781
6056	3	-16.63	4.50	4.35	11.6	2.43	462.76	40.283	109.35
6057	3	-16.63	4.50	4.36	11.6	2.43	463.81	40.380	109.88
6058	3	-16.63	4.50	4.38	11.6	2.43	467.06	40.669	83.649
6059	1	-16.63	4.50	3.42	11.6	2.43	482.03	12.154	43.829
6060	1	-16.63	4.50	3.43	11.6	2.43	482.88	12.175	45.472
6061	1	-16.63	4.50	3.84	11.6	2.43	537.89	13.661	47.398
6062	1	-16.63	4.50	3.83	11.6	2.43	536.89	13.636	14.760
6063	1	-16.63	4.50	3.84	11.6	2.43	538.57	13.677	51.136
6064	1	-16.63	4.50	3.84	11.6	2.43	537.86	13.656	46.787
6065	1	-16.63	4.50	15.1	11.6	4.26	277.67	47.440	171.90
6066	1	-16.63	4.50	16.2	11.6	4.26	301.43	49.569	97.504
6067	3	-16.63	4.50	4.34	11.6	4.26	65.757	40.258	108.53
6068	2	-16.63	4.50	27.0	11.6	4.26	486.15	45.080	47.662
6070	2	-16.63	4.50	27.1	11.6	4.26	487.86	45.361	45.969
6071	2	-16.63	4.50	27.2	11.6	4.26	490.12	45.519	35.885
6073	2	-16.63	4.50	16.6	11.6	3.65	478.45	28.134	107.32
6080	3	-16.63	4.50	4.35	11.6	3.65	99.655	40.397	123.54
6081	2	-16.63	4.50	16.5	11.6	3.65	477.75	28.097	12.390
6082	1	-16.63	4.50	15.6	11.6	3.65	439.53	47.248	125.74
6083	1	-16.63	4.50	15.8	11.6	3.65	442.80	48.122	147.30
6084	1	-16.63	4.50	10.5	11.6	3.04	480.28	36.315	121.35
6085	1	-16.63	4.50	10.5	11.6	3.04	479.74	36.197	43.575
6086	1	-16.63	4.50	10.5	11.6	3.04	480.77	36.134	106.30
6087	3	-16.63	4.50	4.23	11.6	3.04	157.69	39.306	149.21
6088	2	-16.63	4.50	9.67	11.6	3.04	475.50	16.345	36.121
6089	2	-16.63	4.50	9.79	11.6	3.04	480.75	16.530	37.321
6090	2	-16.63	4.50	9.74	11.6	3.04	478.98	16.464	36.034
6091	2	-16.63	4.50	5.73	11.6	2.43	484.66	9.633	31.473
6093	2	-16.63	4.50	5.62	11.6	2.43	477.46	9.481	28.822
6094	2	-16.63	4.50	5.49	11.6	2.43	467.36	9.279	3.668
6095	2	-16.63	4.50	5.65	11.6	2.43	478.68	9.513	3.426
6096	2	-16.63	4.50	5.69	11.6	2.43	483.55	9.611	22.067
6097	3	-16.63	4.50	4.04	11.6	2.43	261.60	37.415	17.507
6098	3	-16.63	4.50	4.23	11.6	2.43	273.64	39.237	107.85
6099	1	-16.63	4.50	5.63	11.6	2.43	434.38	20.060	52.247
6101	1	-16.63	4.50	5.27	11.6	2.43	409.69	18.816	40.604
6102	1	-16.63	4.50	5.71	11.6	2.43	442.10	20.363	68.916
6103	1	-16.63	4.50	5.69	11.6	2.43	439.36	20.276	29.606
6104	1	-14.24	5.98	11.8	17.0	3.22	57.954	31.253	58.834
6105	1	-14.24	5.98	10.4	17.0	3.22	50.891	28.297	58.831
6106	1	-14.24	5.98	9.36	17.0	3.22	45.692	25.533	33.823
6109	3	-14.24	5.98	3.67	17.0	3.22	18.620	29.498	52.022
6110	3	-14.24	5.98	3.78	17.0	3.22	19.065	30.253	48.665
6111	2	-14.24	5.98	19.3	17.0	3.22	120.30	29.071	28.007
6112	2	-14.24	5.98	20.2	17.0	3.22	125.52	30.360	34.684
6114	2	-14.24	5.98	19.3	17.0	3.22	119.78	28.966	11.525
6115	2	-14.24	5.98	21.0	17.0	2.76	237.99	31.478	53.020
6116	2	-14.24	5.98	20.6	17.0	2.76	234.37	30.953	34.798
6117	1	-14.24	5.98	13.8	17.0	2.76	123.62	36.550	61.550
6118	1	-14.24	5.98	15.6	17.0	2.76	140.17	39.894	77.198
6119	3	-14.24	5.98	5.03	17.0	2.76	44.648	40.454	56.095
6120	3	-14.24	5.98	4.98	17.0	2.76	44.233	40.068	37.873
6121	1	-14.24	5.98	14.9	17.0	2.76	132.86	36.626	27.956
6122	1	-14.24	5.98	24.5	17.0	2.30	347.07	44.549	95.828
6123	1	-14.24	5.98	24.3	17.0	2.30	365.16	49.710	133.86
6124	2	-14.24	5.98	22.5	17.0	2.30	473.32	33.780	79.879
6125	2	-14.24	5.98	22.9	17.0	2.30	481.34	34.329	73.749
6126	1	-14.24	5.98	19.8	17.0	2.30	312.62	45.227	32.975
6127	3	-14.24	5.98	5.03	17.0	2.30	80.496	40.476	35.728
6128	3	-14.24	5.98	4.95	17.0	2.30	79.212	39.826	80.889
6129	3	-14.24	5.98	4.64	17.0	1.84	134.12	37.296	18.688
