run	 rate	 cur	charge	shmstr	hmstr	  hcal	  pcal	  aero	  TLT	   PRODUCT of eff
6502	50	40.27	69.936	0.99694	0.99274	0.98911	0.96007	0.9571	0.99741	0.8972
6503	94	39.76	44.642	0.9938	0.99619	0.99396	0.9575	0.95281	0.99608	0.8942
6504	97	40.8	21.494	0.99682	0.99682	0.99079	0.96058	0.97447	0.99563	0.9175
6506	479	34.8	22.004	0.99456	0.99291	0.98943	0.9543	0.93759	0.98102	0.8576
6507	485	35.3	89.88	0.99285	0.99191	0.99	0.95644	0.93697	0.97881	0.8552
6509	485	18.1	43.061	0.99415	0.99621	0.98834	0.95579	0.95619	0.98289	0.8793
6510	486	18.14	28.724	0.99547	0.99304	0.98706	0.95625	0.94873	0.98517	0.8721
6512	171	38.77	43.249	0.99262	0.99368	0.99457	0.96548	0.9565	0.99372	0.9002
6513	302	38.5	42.025	0.99525	0.99209	0.98562	0.97104	0.92809	0.99505	0.8727
6514	489	9.89	15.866	0.99387	0.99308	0.98329	0.9633	0.9305	0.98498	0.8568
6515	495	10.03	30.378	0.99417	0.99448	0.98828	0.95737	0.9227	0.98275	0.8482
6516	498	10.09	11.702	0.99372	0.99618	0.98715	0.96093	0.93419	0.98333	0.8626
6517	496	10.05	30.556	0.99378	0.99559	0.98613	0.95077	0.92661	0.98273	0.8447
6518	411	58.88	24.947	0.99519	0.99519	0.99488	0.94809	0.96146	0.97688	0.8774
6519	457	65.52	121.2	0.99453	0.99518	0.99725	0.95465	0.96168	0.97362	0.8822
6520	437	62.72	51.32	0.99255	0.99425	0.99794	0.95325	0.95773	0.97372	0.8755
6521	44	39.83	101.77	0.99924	0.99618	0.99885	0.96743	0.96288	0.99703	0.9234
6522	28	40.04	85.673	0.99829	1	0.99724	0.95972	0.97463	0.99724	0.9286
6523	28	39.81	107.81	0.99617	0.99362	0.99836	0.94144	0.98635	0.99756	0.9154
6524	295	65.35	145.03	0.99477	0.99552	0.99647	0.93615	0.97314	0.97855	0.8797
6525	286	63.43	118.54	0.99643	0.99426	0.99639	0.9411	0.9724	0.97755	0.8831
6526	291	64.51	101.2	0.99503	0.99343	0.99505	0.94664	0.97024	0.97865	0.8841
6527	469	60.32	77.684	0.99397	0.99416	0.99787	0.94625	0.97427	0.9729	0.8844
6528	468	60.13	184.74	0.994	0.99535	0.99505	0.93504	0.97384	0.97315	0.8724
6529	470	60.41	128.74	0.99413	0.99365	0.99674	0.93872	0.97306	0.97339	0.8754
6531	47	40.51	127.16	0.99601	0.99601	0.99894	0.96167	0.97865	0.9971	0.9299
6532	47	40.38	57.688	1	0.99105	0.99614	0.94169	0.97561	0.99692	0.9042
6533	87	40.25	66.315	0.99544	0.99658	0.99886	0.95492	0.97278	0.9946	0.9155
6534	87	40.25	45.667	0.99822	0.99645	0.99787	0.97042	0.99037	0.99515	0.9493
6535	485	35.36	110.41	0.99361	0.99555	0.99587	0.95889	0.96519	0.97893	0.8925
6536	484	35.3	99.828	0.99458	0.99491	0.99403	0.954	0.96848	0.97621	0.8872
6537	481	45.46	61.179	0.99553	0.9942	0.98917	0.95598	0.9628	0.97533	0.8789
6538	68	40.41	35.892	0.99629	0.99444	0.99262	0.95574	0.96259	0.99662	0.9017
6539	124	40.45	35.237	0.99554	0.99809	0.99166	0.9438	0.9582	0.99414	0.8859
6541	498	25.27	55.14	0.99533	0.99597	0.98782	0.95956	0.96448	0.97957	0.8878
6542	478	13.12	30.206	0.9925	0.99532	0.98476	0.95563	0.96573	0.98132	0.8810
6543	475	13.02	43.548	0.9946	0.99576	0.98764	0.96207	0.95846	0.98337	0.8870
6544	205	37.44	45.271	0.99716	0.99716	0.98946	0.95717	0.94474	0.99007	0.8808
6545	408	65.44	108.47	0.99463	0.99444	0.99461	0.9363	0.97534	0.97479	0.8757
6546	37	39.09	50.669	0.99787	0.99787	0.99691	0.94787	0.98162	0.99715	0.9210
6547	61	39.1	53.21	0.9967	0.99802	0.99629	0.93816	0.9735	0.99669	0.9021
6548	478	44.38	45.212	0.99551	0.99419	0.99368	0.94536	0.973	0.97428	0.8814
6549	472	43.81	61.934	0.99481	0.99381	0.99287	0.94754	0.96967	0.97461	0.8790
6550	475	24.22	62.466	0.99379	0.99582	0.99325	0.94766	0.97124	0.98038	0.8870
6551	482	24.57	56.455	0.99404	0.99492	0.99369	0.94693	0.96911	0.97881	0.8827
6552	107	39.8	66.676	0.99825	0.9952	0.99774	0.95795	0.96812	0.99529	0.9149
7593	89	49.56	81.447	0.99225	0.99472	0.99487	0.9436	0.97065	0.99244	0.8926
7594	91	50.75	184.02	0.99155	0.99608	0.9966	0.9428	0.9757	0.992	0.8982
7595	89	49.77	100.63	0.99395	0.99625	0.99808	0.94635	0.97047	0.99243	0.9008
7596	89	49.59	53.861	0.99157	0.9942	0.99855	0.95846	0.96947	0.99244	0.9078
7597	85	47.42	127.1	0.9913	0.99435	0.99715	0.94962	0.9775	0.99153	0.9046
7599	12	40.67	5.993	1	1	1	0.89937	1	0.99933	0.8988
7600	12	40.59	17.492	0.98462	1	1	0.92702	0.98136	0.99719	0.8932
7601	11	40.25	34.221	0.99167	1	1	0.96522	0.95499	0.99917	0.9133
7602	11	40.17	101.84	0.99541	0.99312	0.99339	0.94868	0.9888	0.99866	0.9200
7603	11	39.14	112.57	0.99383	0.98971	0.99132	0.9737	0.98571	0.99913	0.9350
7604	12	40.7	49.7	1	0.99065	0.99272	0.95074	0.96631	0.99787	0.9016
7605	22	40.43	134.63	0.9921	0.99368	0.99258	0.96863	0.9706	0.99802	0.9181
7606	22	40.33	117.03	0.99425	0.99042	1	0.94147	0.98163	0.99876	0.9089
7607	22	40.62	47.099	1	1	1.0017	0.94459	0.97343	0.99862	0.9198
7608	180	50.92	178.11	0.98559	0.9948	0.99625	0.94154	0.97259	0.98945	0.8850
7609	181	51.05	179.99	0.98715	0.99698	0.99687	0.94362	0.96923	0.99024	0.8885
7610	175	50.04	111.04	0.98798	0.99629	0.99544	0.94353	0.96901	0.99044	0.8873
7611	365	50.4	157.75	0.98002	0.99546	0.99531	0.91893	0.96234	0.9844	0.8453
7612	362	49.96	127.87	0.98107	0.99438	0.99475	0.92245	0.95958	0.98478	0.8459
7613	368	50.75	168.33	0.97859	0.99617	0.99397	0.91747	0.95548	0.98387	0.8357
7614	366	50.56	165.42	0.97957	0.99492	0.99773	0.90941	0.96434	0.98377	0.8389
7615	369	50.91	172.87	0.98011	0.99519	0.99587	0.91545	0.96311	0.98256	0.8415
7616	367	50.62	55.604	0.97891	0.99864	0.98994	0.90034	0.96061	0.98161	0.8216
7617	43	40.78	138.28	0.99573	0.99716	0.99617	0.95269	0.96464	0.99782	0.9070
7618	43	40.81	150.49	0.9935	0.9974	0.98923	0.9461	0.96283	0.99737	0.8906
7619	43	41.01	105.88	0.9946	0.98921	0.99797	0.96331	0.9545	0.99783	0.9009
7620	85	40.42	55.837	0.98997	0.99666	0.98598	0.93171	0.93641	0.9971	0.8463
7621	85	40.41	38.931	0.99119	1	1.0019	0.94401	0.97812	0.99647	0.9137
7622	86	40.71	140.23	0.99611	0.99482	0.99934	0.93977	0.93328	0.99643	0.8655
7623	86	40.93	140.85	0.99243	1	0.99695	0.9464	0.94765	0.99675	0.8845
7625	494	32.65	106.7	0.9775	0.99661	0.99195	0.88442	0.95225	0.98103	0.7984
7626	495	32.68	115.8	0.97197	0.99517	0.99551	0.88559	0.95	0.98083	0.7946
7627	495	32.7	87.104	0.97146	0.99467	0.99673	0.88347	0.95557	0.98066	0.7974
7628	497	32.81	102.55	0.97438	0.99533	0.99403	0.88579	0.95398	0.98006	0.7984
7629	493	32.56	96.645	0.96903	0.99548	0.99096	0.87956	0.95916	0.98129	0.7914
7630	496	32.76	108.35	0.96961	0.99488	0.99577	0.87712	0.95265	0.97971	0.7864
7631	496	32.76	112.59	0.97298	0.99465	0.9937	0.88562	0.95037	0.97989	0.7931
7632	497	32.77	114.64	0.97263	0.9953	0.99433	0.88034	0.96419	0.97933	0.8002
7633	498	32.85	105.81	0.97408	0.99445	0.99042	0.8739	0.95622	0.98106	0.7865
7634	498	32.86	119.93	0.97147	0.99525	0.99477	0.88279	0.9503	0.9797	0.7905
7635	101	25.49	79.311	0.99236	0.99553	0.99839	0.95639	0.96673	0.99389	0.9064
7636	101	25.42	88.157	0.99295	0.99698	0.99638	0.95525	0.96484	0.99417	0.9038
7637	100	25.34	29.256	0.9953	0.99635	0.99131	0.95584	0.95797	0.99428	0.8950
7638	30	40.52	100.7	0.99644	0.99881	0.99453	0.96156	0.96652	0.99819	0.9182
7639	29	40.33	34.747	1	0.99644	1	0.94981	0.9711	0.99803	0.9173
7640	61	40.34	52.142	0.99314	0.99771	0.99705	0.95547	0.96734	0.99706	0.9104
7641	60	39.9	102.28	0.99515	0.99636	0.99619	0.96528	0.95152	0.99719	0.9047
7642	190	22.01	78.487	0.98761	0.99419	0.99569	0.95198	0.96382	0.99159	0.8895
7643	190	21.98	68.494	0.98793	0.99627	0.99254	0.94298	0.95342	0.99213	0.8714
7644	189	21.92	79.823	0.98609	0.99518	0.99466	0.94955	0.95336	0.99231	0.8768
7645	187	21.7	34.961	0.98684	0.9966	0.99768	0.93957	0.95213	0.99149	0.8703
7646	361	19.88	63.15	0.98273	0.99489	0.9946	0.93525	0.9578	0.98542	0.8584
7647	360	19.85	65.794	0.98268	0.99423	0.99359	0.93289	0.95885	0.9876	0.8576
7648	363	19.98	70.269	0.98318	0.99396	0.99211	0.92037	0.9528	0.98785	0.8399
7649	361	19.89	64.937	0.98155	0.99626	0.99284	0.93851	0.95295	0.98658	0.8567
7650	362	19.97	68.653	0.98068	0.99349	0.99147	0.9215	0.95349	0.98691	0.8376
7651	412	22.86	76.174	0.97911	0.99578	0.99167	0.91584	0.95754	0.98517	0.8353
7652	430	23.91	78.588	0.97591	0.99398	0.9912	0.93019	0.95711	0.98361	0.8420
7654	122	40.09	128.18	0.98859	0.9943	0.99732	0.95678	0.96633	0.99534	0.9021
7655	121	39.7	112.24	0.99339	0.9989	0.99618	0.96723	0.96185	0.99526	0.9153
7657	235	39.85	124.27	0.98829	0.99468	0.99059	0.93752	0.94754	0.99182	0.8580
7658	235	39.75	125.92	0.98789	0.99697	0.99449	0.95479	0.94873	0.99166	0.8798
7659	229	38.71	28.806	0.98696	0.9913	1	0.93353	0.92131	0.99408	0.8365
7660	240	40.7	59.055	0.98024	0.9921	0.98869	0.93506	0.93025	0.99097	0.8288
7661	496	13.6	47.813	0.97631	0.99552	0.99206	0.9006	0.93522	0.98197	0.7975
7662	494	13.55	46.796	0.97654	0.99538	0.98728	0.90179	0.93409	0.98503	0.7963
7663	496	13.59	49.425	0.96891	0.99588	0.99247	0.89982	0.93462	0.98378	0.7923
7666	492	13.49	19.096	0.97661	0.99415	0.9926	0.91939	0.95539	0.98415	0.8331
7667	493	13.5	26.966	0.97494	0.99702	0.99293	0.92888	0.94916	0.98295	0.8364
7668	478	13.09	45.017	0.97342	0.99497	0.99471	0.91084	0.93207	0.98529	0.8059
7669	480	13.14	45.867	0.97626	0.99671	0.98476	0.89438	0.93529	0.98404	0.7888
7670	480	13.15	42.694	0.97887	0.99741	0.99064	0.9018	0.93184	0.9842	0.7999
7671	427	49.74	151.13	0.9715	0.99603	0.99784	0.90615	0.97111	0.97709	0.8302
7672	436	50.83	177.39	0.97156	0.9963	0.99741	0.89716	0.97329	0.97628	0.8230
7673	51	39.94	128.89	0.9977	0.99885	1.0004	0.95163	0.9732	0.99647	0.9200
7674	51	40.17	59.845	0.99483	0.98966	1	0.94982	0.9881	0.99731	0.9215
7675	89	40.19	109.67	0.98869	0.99576	1.0004	0.94233	0.96718	0.99505	0.8932
7676	89	40.28	131.38	0.99617	0.9949	0.99818	0.94518	0.9764	0.99528	0.9087
7677	90	40.58	57.15	0.98718	0.9968	0.99644	0.9617	0.9593	0.9956	0.9006
7678	145	18.88	2.822	0.95122	1	1	0.94956	0.96937	0.99183	0.8684
7679	513	32.57	109.67	0.97006	0.99632	0.99907	0.88564	0.96916	0.97873	0.8112
7680	500	31.71	100.63	0.97029	0.99544	0.99797	0.90424	0.9688	0.97894	0.8266
7681	492	31.16	104.28	0.97167	0.99558	0.99647	0.90208	0.96969	0.97798	0.8246
7682	494	31.32	104.52	0.9722	0.99522	0.99632	0.90506	0.96722	0.97836	0.8256
7684	519	17.15	56.305	0.97101	0.99493	0.9975	0.8897	0.96592	0.97913	0.8109
7685	512	16.9	55.574	0.9755	0.99455	0.99734	0.89664	0.96854	0.98065	0.8240
7686	511	16.9	55.264	0.96808	0.99613	1.0005	0.89705	0.97162	0.9806	0.8246
7687	512	16.91	58.461	0.96928	0.99786	0.999	0.89402	0.96969	0.98197	0.8226
7688	512	16.91	47.141	0.97006	0.99743	1.0002	0.90993	0.96889	0.98181	0.8377
7689	519	17.14	67.739	0.97162	0.99603	0.99522	0.90928	0.96734	0.98114	0.8312
7690	515	17.02	24.54	0.97121	0.99723	0.99959	0.90497	0.96643	0.97988	0.8297
7692	512	16.92	29.51	0.96756	0.99671	0.99743	0.90349	0.9736	0.98222	0.8311
7694	164	40.38	187.79	0.98895	0.99755	0.9989	0.95579	0.96927	0.99314	0.9067
7695	163	40.34	128.19	0.99049	0.99715	1.0007	0.96927	0.97016	0.99345	0.9233
7697	93	40.64	64.109	0.99094	0.99245	0.99809	0.95633	0.96397	0.99518	0.9005
7698	92	40.54	75.385	0.99393	0.99757	1	0.95346	0.97236	0.99597	0.9155
7699	454	30.62	106.4	0.97488	0.99552	0.9994	0.91931	0.96711	0.98	0.8451
7702	455	30.71	103.08	0.97459	0.99614	0.99881	0.92436	0.96375	0.97944	0.8461
7703	454	30.61	15.229	0.96752	0.99845	1.0003	0.92193	0.96295	0.9793	0.8401
7706	498	17.33	60.889	0.9727	0.9965	0.99851	0.91689	0.95936	0.98094	0.8351
7707	494	17.19	52.903	0.97404	0.99682	0.99815	0.92607	0.95914	0.9809	0.8444
7708	498	17.32	56.327	0.97291	0.99519	0.99575	0.92038	0.95485	0.98043	0.8307
7709	496	17.25	58.819	0.97041	0.99541	0.9975	0.91393	0.95786	0.98061	0.8271
7710	496	17.27	29.834	0.97732	0.99669	0.99707	0.91275	0.96348	0.98188	0.8386
7711	170	39.52	113.6	0.98651	0.99133	1	0.95173	0.96144	0.99286	0.8885
7712	172	39.98	57.729	0.98741	0.99281	0.99754	0.964	0.97042	0.99286	0.9083
7713	317	39.94	38.034	0.97746	0.9959	0.99573	0.91343	0.96113	0.98985	0.8423
7714	315	39.58	39.187	0.97012	0.9954	0.9966	0.92493	0.95319	0.98768	0.8380
7715	319	40.09	100.68	0.97908	0.99759	1	0.93784	0.95699	0.98674	0.8650
7716	486	8.86	31.345	0.97578	0.99566	0.9979	0.92466	0.96076	0.98366	0.8472
7717	484	8.83	33.243	0.9687	0.99401	0.99888	0.91051	0.95913	0.98378	0.8263
7718	484	8.82	36.879	0.96976	0.9953	0.99748	0.90529	0.96012	0.98423	0.8236
7719	484	8.83	30.099	0.97034	0.99671	0.9992	0.916	0.96308	0.98405	0.8389
7720	486	8.87	31.098	0.97152	0.99676	0.99737	0.91879	0.9631	0.98412	0.8411
7721	492	8.99	34.566	0.97561	0.9944	0.99651	0.9163	0.95832	0.98219	0.8338
7722	496	9.06	30.131	0.96901	0.99701	0.99543	0.91851	0.96986	0.98365	0.8427
7724	45	50.33	102.54	0.99318	0.99473	0.99843	0.93893	0.97382	0.99264	0.8953
7725	6	40.6	52.226	1	0.99512	1	0.93968	0.9621	0.99852	0.8983
7727	21	40.98	143.87	0.99306	0.99167	0.99555	0.9558	0.96778	0.99823	0.9053
7728	20	40	96.55	0.9977	0.99309	0.99649	0.94486	0.97776	0.99818	0.9105
7735	162	49.6	154.33	0.9875	0.99594	0.99595	0.93537	0.97053	0.98815	0.8787
7736	164	50.31	177.29	0.99048	0.9959	0.99785	0.93397	0.97113	0.9889	0.8829
7737	315	49.58	144.23	0.98292	0.99457	0.99731	0.91674	0.96815	0.98418	0.8516
7738	319	50.15	154.34	0.97997	0.99435	0.99691	0.92446	0.96626	0.9831	0.8531
7739	311	48.82	16.67	0.97995	0.99646	1.0025	0.88723	0.97448	0.98212	0.8312
7740	317	49.75	180.18	0.9794	0.9949	0.99624	0.92263	0.96242	0.9834	0.8477
7747	37	39.22	64.794	0.99169	0.98892	0.99735	0.98766	0.96863	0.99799	0.9338
7748	37	39.84	152.55	0.99524	0.99881	0.99648	0.95856	0.97422	0.99726	0.9225
7749	37	39.99	47.14	0.98936	0.99645	1.0022	0.95416	0.96811	0.99754	0.9104
7750	71	39.41	42.106	0.99283	0.99283	0.99413	0.91335	0.94743	0.997	0.8454
7751	72	39.85	137.97	0.99239	0.99492	0.99486	0.93538	0.95375	0.99703	0.8737
7752	72	39.98	159.27	0.99021	0.99891	1.0002	0.94914	0.96073	0.99676	0.8992
7757	481	37.4	141.52	0.97376	0.99527	0.99629	0.90559	0.96576	0.98026	0.8278
7758	480	37.32	177.28	0.97258	0.99615	0.99705	0.90715	0.96299	0.9809	0.8277
7759	481	37.33	137.66	0.9715	0.99619	0.99564	0.90537	0.96343	0.97944	0.8232
7760	57	49.93	110.09	0.99328	0.99641	0.99693	0.95542	0.96145	0.99143	0.8986
7762	8	39.83	49.895	0.99786	0.99572	1	0.96786	0.9742	0.99824	0.9352
7768	120	17.67	63.994	0.99021	0.99555	0.99606	0.95554	0.96428	0.99429	0.8996
7769	118	17.34	42.591	0.99334	0.99634	0.99638	0.94984	0.96523	0.99441	0.8990
7770	119	17.55	29.902	0.99174	0.99806	0.99735	0.95283	0.96073	0.99307	0.8974
7771	119	17.48	33.141	0.9894	0.99691	0.99534	0.95073	0.96171	0.99315	0.8915
7772	44	38.39	123.22	0.99646	0.9947	0.99868	0.94983	0.96909	0.99822	0.9095
7773	91	38.97	114.51	0.99009	0.9955	0.99406	0.9479	0.96104	0.99656	0.8895
7774	88	37.63	66.64	0.98525	0.99672	0.99544	0.94921	0.96151	0.99593	0.8885
7775	324	22.94	81.57	0.98061	0.99479	0.99715	0.93986	0.95643	0.98712	0.8631
7776	323	22.84	73.174	0.98362	0.99509	0.99815	0.93286	0.94671	0.98694	0.8515
7777	324	22.94	84.356	0.97906	0.99575	0.99372	0.93826	0.95423	0.98695	0.8560
7783	487	16.94	54.887	0.97504	0.9956	0.99261	0.91999	0.96567	0.98265	0.8412
7784	488	16.97	57.79	0.97781	0.99525	0.99853	0.91668	0.95361	0.98232	0.8344
7785	489	17.01	60.105	0.97384	0.99499	0.99023	0.92041	0.95901	0.98276	0.8323
7786	489	17.02	56.067	0.97273	0.99474	0.99833	0.92029	0.95742	0.9819	0.8357
7787	490	17.08	37.137	0.97045	0.9968	0.99609	0.92519	0.95561	0.98087	0.8356
7790	181	39.63	87.122	0.99287	0.99763	0.99082	0.9476	0.9804	0.9938	0.9061
7791	173	37.91	15.826	1	0.99383	1	0.95202	0.96398	0.99469	0.9072
7792	180	39.34	66.109	0.98404	0.99645	1.0018	0.95414	0.97302	0.99208	0.9048
7793	27	40.32	102.74	0.99667	0.99667	1.0005	0.94038	0.98004	0.99749	0.9136
7794	27	40.35	100.89	0.99495	0.99158	1	0.97814	0.97192	0.99788	0.9359
7796	218	49.83	152.68	0.98648	0.99472	0.99777	0.92407	0.97299	0.98584	0.8678
7797	218	49.62	143.61	0.98526	0.99711	0.99777	0.92357	0.97034	0.9859	0.8661
7798	411	50.26	152.67	0.97275	0.99415	0.99714	0.9015	0.9687	0.97981	0.8251
7799	410	50.12	147.99	0.9723	0.99597	0.99904	0.91003	0.97149	0.97897	0.8373
7800	210	25.19	81.013	0.98627	0.99714	0.99792	0.92323	0.9698	0.98965	0.8696
7801	48	40.02	118.3	0.99186	0.99837	1.0004	0.95844	0.97216	0.99739	0.9206
7802	48	39.88	89.836	0.99608	1	1	0.9744	0.95487	0.99747	0.9244
7803	90	40.42	84.116	0.99701	0.99253	1.0014	0.94564	0.9797	0.99611	0.9145
7804	87	38.99	85.01	0.99078	0.99539	0.99722	0.95796	0.97662	0.99541	0.9159
7805	489	30.23	99.786	0.97438	0.99519	0.99912	0.91387	0.96944	0.97894	0.8403
7806	491	30.33	118.83	0.97307	0.99646	0.99806	0.8991	0.96524	0.98072	0.8237
7807	486	30.03	60.583	0.97107	0.99633	0.99843	0.91647	0.96583	0.98076	0.8386
7808	223	27.15	88.758	0.98491	0.99521	0.99699	0.95198	0.9638	0.98719	0.8852
7809	222	27.13	77.9	0.98483	0.99553	0.99759	0.94514	0.96299	0.98892	0.8803
7811	54	40.42	105.44	0.99313	0.99742	0.99758	0.95623	0.95917	0.9972	0.9038
7812	106	40.35	117.57	0.99035	0.99324	0.99755	0.9524	0.96902	0.99578	0.9018
7813	411	24.9	72.819	0.97541	0.9962	0.99512	0.92669	0.95466	0.98292	0.8408
7814	415	25.13	96.074	0.97518	0.99607	0.99707	0.93129	0.95992	0.98275	0.8509
7815	486	14.71	50.743	0.97801	0.99489	0.99633	0.90967	0.95789	0.98137	0.8290
7816	483	14.64	54.528	0.97468	0.99691	0.9961	0.91928	0.94964	0.98281	0.8304
7817	485	14.69	62.326	0.97627	0.99595	0.99624	0.92318	0.94388	0.98244	0.8292
7819	204	40.31	50.562	0.99245	0.99623	0.99481	0.94573	0.93938	0.99194	0.8668
7820	206	40.71	110.19	0.98793	0.99437	0.99454	0.94052	0.96176	0.99158	0.8763
